"","var_niv_digit","var_tam_forca","var_tam_clientela","var_interdep_bases","var_interdep_svc","var_complex_amb_exec","var_complex_amb_fed","var_discricion_tec","var_discricion_agend","var_centrado_user","var_percep_util","var_alinha_TI","var_fat_res_leg","var_fat_infra","var_fat_integra","var_fat_rec_fin","var_fat_rec_hum","var_fat_priorir","var_fa1_div_digit","var_fat_res_int","var_fat_res_ext","v_id","v_Q002","v_Q003","v_Q001","v_adm_dir_ind","v_orgao_central","v_Q005","v_Q007_SQ025","v_Q007_SQ002","v_Q007_SQ003","v_Q007_SQ005","v_Q007_SQ006","v_Q007_SQ007","v_Q007_SQ026","v_Q007_SQ008","v_Q007_SQ009","v_Q007_SQ010","v_Q007_SQ011","v_Q007_SQ012","v_Q007_SQ013","v_Q007_SQ014","v_Q007_SQ015","v_Q007_SQ016","v_Q007_SQ017","v_Q007_SQ018","v_Q007_SQ019","v_Q007_SQ020","v_Q007_SQ022","v_Q007_SQ023","v_Q007_r467sq0","v_Q007_outros","v_Q008_SQ002","v_Q008_SQ003","v_Q008_SQ004","v_Q008_SQ005","v_Q008_SQ006","v_Q008_SQ007","v_Q008_SQ008","v_Q008_SQ009","v_Q008_SQ010","v_Q008_outros","v_Q009_SQ001","v_Q009_SQ002","v_Q009_SQ003","v_Q009_SQ004","v_Q009_SQ005","v_Q009_SQ006","v_Q009_SQ007","v_Q009_SQ008","v_Q009_outros","v_Q0097","v_Q0098","v_Q0099","v_Q00912_SQ001","v_Q00912_SQ002","v_Q00912_SQ003","v_Q00912_SQ004","v_Q00912_SQ005","v_Q00912_SQ006","v_Q00912_SQ007","v_Q00912_SQ024","v_Q00912_SQ009","v_Q00912_Comrcio","v_Q00912_SQ011","v_Q00912_SQ012","v_Q00912_SQ013","v_Q00912_SQ014","v_Q00912_SQ015","v_Q00912_SQ016","v_Q00912_SQ018","v_Q00912_SQ019","v_Q00912_outros","v_Q010","v_Q0102","v_Q011","v_Q012","v_Q013","v_Q0134","v_Q0135","v_Q0136_SQ002","v_Q0136_SQ003","v_Q0136_SQ004","v_Q0136_SQ005","v_Q0136_SQ006","v_Q0136_SQ007","v_Q0136_SQ008","v_Q0136_SQ009","v_Q0136_SQ010","v_Q0136_SQ011","v_Q0136_SQ012","v_Q0136_SQ013","v_Q014","v_Q0143_SQ002","v_Q0143_SQ003","v_Q0143_SQ004","v_Q0143_SQ005","v_Q0143_SQ006","v_Q0143_other","v_Q0144","v_Q0145","v_Q015","v_Q016_SQ001","v_Q016_SQ002","v_Q016_SQ003","v_Q016_SQ004","v_Q016_SQ005","v_Q016_outros","v_Q017","v_Q018","v_Q019_SQ001","v_Q019_SQ002","v_Q019_SQ004","v_Q019_SQ003","v_Q01941_SQ001","v_Q01941_SQ002","v_Q01941_SQ003","v_Q01941_other","v_Q020","v_Q0204","v_Q021","v_Q022","v_Q023_SQ001","v_Q023_SQ002","v_Q023_SQ003","v_Q023_SQ004","v_Q023_SQ005","v_Q024_SQ001","v_Q024_SQ002","v_Q024_SQ003","v_Q024_SQ004","v_Q024_SQ005","v_Q024_SQ006","v_Q024_SQ007","v_Q024_SQ008","v_Q024_SQ009","v_Q024_other","v_Q025","v_Q02561_SQ001","v_Q02561_SQ002","v_Q02561_SQ003","v_Q02561_SQ004","v_Q02561_SQ005","v_Q02561_SQ006","v_Q02561_SQ007","v_Q02561_SQ008","v_Q02561_SQ009","v_Q02561_other","v_Q02562_SQ001","v_Q02562_SQ002","v_Q02562_SQ003","v_Q02562_SQ004","v_Q02562_SQ005","v_Q02562_SQ006","v_Q02562_SQ007","v_Q02562_SQ008","v_Q02562_SQ009","v_Q02562_SQ010","v_Q02562_other","v_Q0256","v_Q026"
"215","3",1.6094379124341,"1","0","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","396","Obter a autorização ou convalidação da queima de gás natural até o limite total de 100 Mm³/dia","Consiste em: (i) receber dos Operadores de Contrato de  Contrato de Concessão, Partilha e Cessão Onerosa a(s) documentação(ões) referente à queima de gás; (ii) analisar a(s) documentação(ões); (iii) elaborar Despacho, (iv) enviar ofício ao Operador; (v) elaborar Exposição de Assunto e (vi) publicar no site da ANP o ato administrativo.","ANP","INDIRETA","MME","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"1",,5,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"6","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","1",,"2","2","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,1
"216","3",1.6094379124341,"1","0","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","397","Obter a autorização para realocações das queimas extraordinárias de gás natural aprovadas devido às reprogramações das paradas programadas nas unidades de produção, para realização de intervenções nos poços e/ou no campo produtor e para alterações resultantes de Individualização da Produção","Consiste em: (i) receber dos Operadores de Contrato de  Contrato de Concessão, Partilha e Cessão Onerosa a(s) documentação(ões) referente à realocação da queima de gás; (ii) analisar a(s) documentação(ões); (iii) elaborar Despacho, (iv) enviar ofício ao Operador; (v) elaborar Exposição de Assunto e (vi) publicar no site da ANP o ato administrativo.","ANP","INDIRETA","MME","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"1",,5,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"6","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","1",,"2","2","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,1
"217","3",1.6094379124341,"1","0","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","399","Obter a autorização para o aumento do volume de queima extraordinária de gás natural aprovado, desde que o novo Índice de Utilização de Gás Associado (IUGA) seja mantido ou aumentado","Consiste em: (i) receber dos Operadores de Contrato de  Contrato de Concessão, Partilha e Cessão Onerosa a(s) documentação(ões) referente ao aumento do volume de queima de gás; (ii) analisar a(s) documentação(ões); (iii) elaborar Despacho, (iv) enviar ofício ao Operador; (v) elaborar Exposição de Assunto e (vi) publicar no site da ANP o ato administrativo.","ANP","INDIRETA","MME","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"1",,5,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"6","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","1",,"2","2","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,1
"218","3",1.6094379124341,"1","0","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","400","Obter a autorização, no âmbito do PAT, para a antecipação/postergação de compromissos assumidos nos Planos de Desenvolvimento aprovados pela Diretoria Colegiada","Consiste em: (i) receber dos Operadores de Contrato de  Contrato de Concessão, Partilha e Cessão Onerosa a(s) documentação(ões) referente à antecipação de compromissos; (ii) analisar a(s) documentação(ões); (iii) elaborar Despacho, (iv) enviar ofício ao Operador; (v) elaborar Exposição de Assunto e (vi) publicar no site da ANP o ato administrativo.","ANP","INDIRETA","MME","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"1",,5,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"6","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","1",,"2","2","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,1
"219","3",1.6094379124341,"1","0","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","401","Obter a autorização para a construção e operação de dutos de escoamento ou transferência de Petróleo e Gás Natural, dentre outros fluidos, integrantes de Área sob Contrato e previstos no respectivo Plano de Desenvolvimento","Consiste em: (i) receber dos Agentes Regulados a documentação técnica referente aos dutos; (ii) analisar o documento; (iii) elaborar Proposta de Ação e (iv) publicar no D.O.U..","ANP","INDIRETA","MME","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"1",,5,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"6","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","1",,"2","2","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,1
"220","3",1.6094379124341,"1","0","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","402","Obter a aprovação do Relatório de Desativação de Instalações na Fase de Produção","Consiste em: (i) receber dos Operadores de Contrato de  Contrato de Concessão, Partilha e Cessão Onerosa o documento referente ao Relatório de Desativação; (ii) analisar o documento; (iii) elaborar Proposta de Ação e (iv) publicar no D.O.U..","ANP","INDIRETA","MME","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"1",,5,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"6","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","1",,"2","2","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,1
"221","3",1.6094379124341,"1","0","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","403","Obter a aprovação do Boletim Mensal de Produção","Consiste em: (i) receber dos Operadores de Contrato de  Contrato de Concessão, Partilha e Cessão Onerosa a(s) o BMP; (ii) analisar o BMP; e (iii) publicar no site da ANP o ato administrativo.","ANP","INDIRETA","MME","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"1",,5,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"6","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","1",,"2","2","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,1
"222","3",1.6094379124341,"1","0","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","406","Obter a aprovação do Boletim Anual de Reserva","Consiste em: (i) receber dos Operadores de Contrato de  Contrato de Concessão, Partilha e Cessão Onerosa a(s) o BMP; (ii) analisar o BMP; e (iii) publicar no site da ANP o ato administrativo.","ANP","INDIRETA","MME","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"1",,5,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"6","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","1",,"2","2","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,1
"223","3",1.6094379124341,"1","0","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","407","Obter a aprovação do Acordo de Individualização da Produção","Consiste em: (i) receber dos Operadores de Contrato de Contrato de Concessão, Partilha e Cessão Onerosa o documento referente ao AIP; (ii) analisar o documento; (iii) elaborar Proposta de Ação e (iv) publicar no D.O.U..","ANP","INDIRETA","MME","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"1",,5,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"6","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","1",,"2","2","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,1
"224","3",1.6094379124341,"1","0","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","408","Obter a aprovação de Anexação","Consiste em: (i) receber dos Operadores de Contrato de Contrato de Concessão, Partilha e Cessão Onerosa o documento referente à Anexação; (ii) analisar o documento; (iii) elaborar Proposta de Ação e (iv) publicar no D.O.U..","ANP","INDIRETA","MME","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"1",,5,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"6","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","1",,"2","2","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,1
"225","2",2.30258509299405,,"0","2","1","2","1","0","2","1","3","1","1","1","1","1","1","1","1","1","159","Enquadramento de beneficiário para fins de participações governamentais do petróleo e gás natural.","Um beneficiário (estado ou município) pode solicitar análise à ANP/SPG para verificação do seu enquadramento (técnico e legal) para fins de recebimento das participações governamentais do petróleo e gás natural.
O pedido é endereçado à Superintendência de Participações Governamentais da ANP (SPG), a qual irá instaurar e instruir o competente processo administrativo.
O pedido deve conter o máximo de informações disponíveis ao beneficiário.
A SPG irá solicitar o complemento das informações aos envolvidos no pleito, caso necessário.
Posteriormente, haverá a possibilidade de vistoria no local, a fim de confirmar todas as informações constantes do processo.
Por fim, será elaborado relatório técnico, o qual concluirá pelo enquadramento ou não do beneficiário.
O Superintendente então decidirá sobre o pedido, informando o beneficiário por Ofício.
Da decisão do Superintendente, caso negativa, caberá recurso à Diretoria Colegiada da ANP.","ANP","INDIRETA","MME","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","","","",,,,,,,,,,,,,,,,,,,,,,,10,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"9","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","3","","2","2","0","0","0","0","1","1","0","1","1","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0",,,,,,,,"1",,,,,"1",2
"226","2",3.13549421592915,"1","0","1","1","2","2","0","2","1","1","1","1","1","1","1","1","1","1","1","1633","Obter autorização para uso de sistema de medição da produção de petróleo e gás natural","Através da comunicação formal com a ANP o concessionário pode solicitar autorização para uso dos sistemas de medição empregados na medição de petróleo e gás de sua concessão.","ANP","INDIRETA","MME","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"1",,23,"1",42,"2",,,,,,,,,,,,,"2",,,,,,,,,"7","1","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","1",,"2","1","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0",,,,"1",,"1","1","1",,,,,"1",3
"227","3",1.09861228866811,"1","0","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","221","Obter amostras de rochas e fluidos","Concessionários de blocos exploratórios e campos em produção, empresas de aquisição de dados, instituições acadêmicas, entre outros, podem solicitar, mediante cadastramento e pagamento prévios, acesso a amostras de rochas e fluidos obtidos em poços e levantamentos de superfície terrestre e de fundo oceânico nas bacias sedimentares brasileiras. Os critérios e procedimentos para obtenção de amostras são estabelecidos pela Resolução ANP nº 71/2014 e encontram-se disponíveis no sítio da ANP na internet.","ANP","INDIRETA","MME","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1",,"1","1",3,"1",1420,"2",,,,,,,,,,,,,"2",,,,,,,,,"6","0","0","0","0","0","1","4","1","0","0","1","0","0","0","0","0","1","2","2","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,6
"228","3",1.09861228866811,"1","0","2","1","2","1","0","2","0","3","1","1","1","1","1","1","1","1","1","185","Obter autorização para aquisição de dados de Exploração e Produção","Concessionários de blocos exploratórios e campos em produção, empresas de aquisição de dados e instituições acadêmicas podem solicitar autorização para realizar aquisição de dados de poços, dados sísmicos e dados não-sísmicos.
Pessoas físicas residentes no Brasil e pessoas jurídicas constituídas sob as leis brasileiras, com sede e administração no País, podem solicitar autorização para reprocessamento e interpretação de dados técnicos já adquiridos, para fins de comercialização.
Os critérios e procedimentos para obtenção de autorização para aquisição de dados técnicos são estabelecidos pela Resolução ANP nº 11/2011.
Os critérios e procedimentos para obtenção de autorização para reprocessamento e interpretação de dados técnicos são estabelecidos pela Resolução ANP nº 01/2015.","ANP","INDIRETA","MME","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,"1",,3,"1",30,"2",,,,,,,,,,,,,"2",,,,,,,,,"5","0","0","0","0","0","1","4","1","0","0","1","0","0","0","0","0","3","","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,1
"229","3",2.39789527279837,"1","0","2","1","2","1","1","2","1","2","1","1","1","1","1","1","1","1","1","226","Obter informações e dados técnicos","Concessionários de blocos exploratórios e campos em produção, empresas de aquisição de dados, instituições acadêmicas, entre outros, podem solicitar, mediante cadastramento e pagamento prévios, acesso a informações e dados técnicos públicos sobre as bacias sedimentares brasileiras que compõem o acervo da ANP.
Os critérios e procedimentos para obtenção de informações e dados técnicos, bem como os preços praticados, são estabelecidos pela Resolução ANP nº 01/2015.
A ANP poderá disponibilizar gratuitamente dados públicos às instituições acadêmicas, os quais deverão ser utilizados com fins acadêmicos ou de pesquisa, não podendo direta ou indiretamente servir para fins comerciais.","ANP","INDIRETA","MME","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1",,"1","1",11,"1",430,"2",,,,,,,,,,,,,"2",,,,,,,,,"6","0","0","0","0","0","1","4","1","0","0","1","0","0","0","0","0","2","","2","2","0","1","0","0","0","1","0","1","1","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,3
"230","1",1.38629436111989,"1","1","2","1","2","1","1","2","1","1",,,,,,,,,,"1701","ANP","Análise do Planos de Avaliação de Descoberta","ANP","INDIRETA","MME","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"1",,4,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"2","0","0","1","0","0","0","1","1","1","0","0","0","1","0","0","0","1",,"2","2","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,"1",,,,,,,,,,,,3
"231","3",1.09861228866811,"1","0","2","1","2","1","0","2","1","1","1","1","1","1","1","1","1","1","1","1705","Análise do Relatório Final de Devolução de Áreas Exploratórias","Análise de Relatório Final de Devolução de Áreas Exploratórias
Consiste em: (i) receber dos Operadores de Contrato de Concessão, Partilha e Cessão Onerosa o documento referente ao Relatório Final de Devolução de áreas exploratórias; (ii) analisar tecnicamente o documento; (iii) elaborar Parecer Técnico (iv) aprovar ou reprovar o Relatório, (iv) enviar ofício ao Operador informando o resultado da análise;","ANP","INDIRETA","MME","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"1",,3,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"6","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1",,"2","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,1
"232","3",1.09861228866811,"1","0","2","1","2","1","0","2","1","1","1","1","1","1","1","1","1","1","1","1699","Análise do Programa de Desativação de Instalações Relativas à Fase de Exploração","Análise do Plano de Devolução de Área de Exploração
Consiste em: (i) receber dos Operadores de Contrato de  Contrato de Concessão, Partilha e Cessão Onerosa a documentação referente ao referido Plano; (ii) analisar  a documentação; (iii) aprovar o Plano, (iv) enviar ofício ao Operador informando resultado da análise;","ANP","INDIRETA","MME","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"1",,3,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"6","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1",,"2","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,1
"233","3",1.09861228866811,"1","0","2","2","2","1","0","2","0","1","1","1","1","1","1","1","1","1","1","1672","ANP","Controle das garantias financeiras que asseguram os Programas Exploratórios Mínimos de Contratos de Concessão para exploração e produção de petróleo e gás natural; Interface com os concessionários que detêm participação nos Contratos de Concessão na Fase de Exploração.","ANP","INDIRETA","MME","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1",,"1",,3,"2",,"2",,,,,,,,,,,,,"2",,,,,,,,,"3","0","0","1","0","0","0","3","1","0","0","1","0","0","0","0","0","1",,"2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,4
"234","4",2.63905732961526,"1","0","2","2","2","2","0","1","1","3",,,,,,,,,,"1605","Central de Relacionamento da Agência Nacional de Saúde Suplementar.","Atendimento receptivo e ativo, eletrônico e humano para a central de relacionamento da Agência nacional de saúde Suplementar. Os serviços de atendimento englobam o tratamento de todas as solicitações de informações, reclamações, denúncias, críticas, elogios e sugestões recebidas através da unidade de resposta audível (URA), atendimento telefônico (PABX) e formulário eletrônico (WEB).","ANS","INDIRETA","MS","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","3","1","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","2",,14,"1",6e+05,"1","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","1","0","4",,"2","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","3","","2","2","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,1
"235","4",2.63905732961526,"1","0","2","2","2","2","0","1","1","3",,,,,,,,,,"1630","Central de Relacionamento da Agência Nacional de Saúde Suplementar.","Atendimento receptivo e ativo, eletrônico e humano para a central de relacionamento da Agência nacional de saúde Suplementar. Os serviços de atendimento englobam o tratamento de todas as solicitações de informações, reclamações, denúncias, críticas, elogios e sugestões recebidas através da unidade de resposta audível (URA), atendimento telefônico (PABX) e formulário eletrônico (WEB).","ANS","INDIRETA","MS","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","3","1","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","2",,14,"1",90000,"1","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","1","0","4",,"2","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","3","","2","2","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,2
"236","5",3.29583686600433,"1","1","2","1","2","3","0","2","1","3",,,,,,,,,,"1733","Emitir comprovante de dados cadastrais do consumidor.","Visualização dos dados cadastrais e os dados do plano de saúde dos beneficiários que foram informados pelas operadoras. É possível emitir comprovante de dados cadastrais para cada plano de saúde com contrato ativo.","ANS","INDIRETA","MS","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","3","3","6","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","6","2",,27,"1",57153,"2",,,,,,,,,,,,,"2",,,,,,,,,"2","1","0","0","0","0","0","1","3","1","0","0","0","1","0","1","0","3","","2","2","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","5","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,1
